"t / s","CH1 / V","CH2 / V"
6.26667e-06,0.040404,0.221655
6.33333e-06,0,0.213735
6.4e-06,0,0.213735
6.46667e-06,0,0.221655
6.53333e-06,0,0.213735
6.6e-06,0.040404,0.213735
6.66667e-06,0,0.213735
6.73333e-06,0.040404,0.221655
6.8e-06,0,0.205814
6.86667e-06,0.040404,0.213735
6.93333e-06,0,0.221655
7e-06,0,0.213735
7.06667e-06,0,0.221655
7.13333e-06,0.040404,0.221655
7.2e-06,0.040404,0.221655
7.26667e-06,0.040404,0.213735
7.33333e-06,0,0.213735
7.4e-06,0.040404,0.221655
7.46667e-06,0,0.213735
7.53333e-06,0,0.221655
7.6e-06,0,0.213735
7.66667e-06,0.040404,0.213735
7.73333e-06,0.040404,0.205814
7.8e-06,0,0.213735
7.86667e-06,0,0.213735
7.93333e-06,0,0.213735
8e-06,0,0.205814
8.06667e-06,0,0.213735
8.13333e-06,0,0.213735
8.2e-06,0.040404,0.205814
8.26667e-06,0,0.213735
8.33333e-06,0,0.213735
8.4e-06,0,0.213735
8.46667e-06,0,0.205814
8.53333e-06,0.040404,0.205814
8.6e-06,0,0.205814
8.66667e-06,0,0.205814
8.73333e-06,0,0.205814
8.8e-06,0,0.205814
8.86667e-06,0,0.205814
8.93333e-06,0.040404,0.205814
9e-06,0.040404,0.205814
9.06667e-06,0,0.205814
9.13333e-06,0,0.213735
9.2e-06,0,0.205814
9.26667e-06,0,0.205814
9.33333e-06,0,0.205814
9.4e-06,0,0.205814
9.46667e-06,0,0.205814
9.53333e-06,0.040404,0.205814
9.6e-06,0,0.205814
9.66667e-06,0.040404,0.205814
9.73333e-06,0.040404,0.205814
9.8e-06,0.040404,0.205814
9.86667e-06,0,0.205814
9.93333e-06,0,0.205814
1e-05,0,0.213735
1.00667e-05,0.040404,0.205814
1.01333e-05,0,0.205814
1.02e-05,0,0.205814
1.02667e-05,0.040404,0.205814
1.03333e-05,0.040404,0.205814
1.04e-05,0,0.205814
1.04667e-05,0.040404,0.205814
1.05333e-05,0,0.205814
1.06e-05,0,0.205814
1.06667e-05,0,0.205814
1.07333e-05,0,0.205814
1.08e-05,0,0.205814
1.08667e-05,0,0.205814
1.09333e-05,0.040404,0.205814
1.1e-05,0,0.205814
1.10667e-05,0.040404,0.205814
1.11333e-05,0.040404,0.205814
1.12e-05,0,0.205814
1.12667e-05,0.040404,0.197893
1.13333e-05,0,0.205814
1.14e-05,0,0.205814
1.14667e-05,0.040404,0.205814
1.15333e-05,0,0.205814
1.16e-05,0,0.205814
1.16667e-05,0,0.205814
1.17333e-05,0,0.197893
1.18e-05,0.040404,0.205814
1.18667e-05,0.040404,0.205814
1.19333e-05,0,0.197893
1.2e-05,0,0.205814
1.20667e-05,0.040404,0.205814
1.21333e-05,0,0.197893
1.22e-05,0,0.205814
1.22667e-05,0,0.197893
1.23333e-05,0,0.197893
1.24e-05,0.040404,0.197893
1.24667e-05,0,0.197893
1.25333e-05,0,0.197893
1.26e-05,2.38384,0.197893
1.26667e-05,3.39394,0.205814
1.27333e-05,3.47475,0.205814
1.28e-05,3.43434,0.205814
1.28667e-05,3.43434,0.213735
1.29333e-05,3.43434,0.213735
1.3e-05,3.43434,0.221655
1.30667e-05,3.43434,0.221655
1.31333e-05,3.43434,0.221655
1.32e-05,3.43434,0.221655
1.32667e-05,3.43434,0.229576
1.33333e-05,3.43434,0.229576
1.34e-05,3.43434,0.229576
1.34667e-05,3.43434,0.229576
1.35333e-05,0.484848,0.229576
1.36e-05,0.040404,0.229576
1.36667e-05,0,0.229576
1.37333e-05,0,0.229576
1.38e-05,0,0.229576
1.38667e-05,0.040404,0.229576
1.39333e-05,0,0.229576
1.4e-05,0,0.229576
1.40667e-05,0.040404,0.229576
1.41333e-05,0,0.229576
1.42e-05,0,0.229576
1.42667e-05,0.040404,0.229576
1.43333e-05,0,0.229576
1.44e-05,0.040404,0.229576
1.44667e-05,0.040404,0.229576
1.45333e-05,0.040404,0.229576
1.46e-05,0,0.229576
1.46667e-05,0.040404,0.229576
1.47333e-05,0,0.229576
1.48e-05,0.040404,0.229576
1.48667e-05,0,0.229576
1.49333e-05,0,0.229576
1.5e-05,0.040404,0.229576
1.50667e-05,0.040404,0.229576
1.51333e-05,0.040404,0.229576
1.52e-05,0,0.229576
1.52667e-05,0.040404,0.229576
1.53333e-05,0,0.229576
1.54e-05,0.040404,0.229576
1.54667e-05,0.040404,0.229576
1.55333e-05,0,0.221655
1.56e-05,0,0.229576
1.56667e-05,0,0.229576
1.57333e-05,0,0.229576
1.58e-05,0.040404,0.229576
1.58667e-05,0.040404,0.229576
1.59333e-05,0,0.229576
1.6e-05,0.040404,0.229576
1.60667e-05,0.040404,0.221655
1.61333e-05,0,0.229576
1.62e-05,0.040404,0.221655
1.62667e-05,0.040404,0.221655
1.63333e-05,0,0.229576
1.64e-05,0,0.229576
1.64667e-05,0,0.229576
1.65333e-05,0,0.229576
1.66e-05,0.040404,0.229576
1.66667e-05,0,0.229576
1.67333e-05,0.040404,0.229576
1.68e-05,0,0.221655
1.68667e-05,0,0.229576
1.69333e-05,0.040404,0.229576
1.7e-05,0,0.221655
1.70667e-05,0.040404,0.221655
1.71333e-05,0,0.221655
1.72e-05,0.040404,0.229576
1.72667e-05,0,0.221655
1.73333e-05,0,0.229576
1.74e-05,0,0.221655
1.74667e-05,0,0.221655
1.75333e-05,0,0.221655
1.76e-05,0,0.221655
1.76667e-05,0,0.221655
1.77333e-05,0,0.229576
1.78e-05,0,0.229576
1.78667e-05,0,0.229576
1.79333e-05,0,0.221655
1.8e-05,0,0.221655
1.80667e-05,0,0.221655
1.81333e-05,0.040404,0.221655
1.82e-05,0,0.221655
1.82667e-05,0.040404,0.221655
1.83333e-05,0,0.221655
1.84e-05,0,0.221655
1.84667e-05,0,0.221655
1.85333e-05,0,0.221655
1.86e-05,0,0.221655
1.86667e-05,0,0.221655
1.87333e-05,0,0.221655
1.88e-05,0.040404,0.221655
1.88667e-05,0.040404,0.221655
1.89333e-05,0.040404,0.221655
1.9e-05,0,0.221655
1.90667e-05,0.040404,0.221655
1.91333e-05,0,0.221655
1.92e-05,0,0.221655
1.92667e-05,0.040404,0.221655
1.93333e-05,0,0.221655
1.94e-05,0.040404,0.221655
1.94667e-05,0,0.221655
1.95333e-05,0.040404,0.221655
1.96e-05,0.040404,0.221655
1.96667e-05,0.040404,0.221655
1.97333e-05,0.040404,0.221655
1.98e-05,0.040404,0.221655
1.98667e-05,0,0.221655
1.99333e-05,0,0.221655
2e-05,0,0.221655
2.00667e-05,0,0.221655
2.01333e-05,0.040404,0.221655
2.02e-05,0,0.221655
2.02667e-05,0.040404,0.221655
2.03333e-05,0,0.221655
2.04e-05,0,0.221655
2.04667e-05,0.040404,0.221655
2.05333e-05,0.040404,0.221655
2.06e-05,1.09091,0.221655
2.06667e-05,3.35354,0.221655
2.07333e-05,3.43434,0.221655
2.08e-05,3.43434,0.221655
2.08667e-05,3.47475,0.229576
2.09333e-05,3.43434,0.229576
2.1e-05,3.43434,0.229576
2.10667e-05,3.43434,0.229576
2.11333e-05,3.47475,0.237497
2.12e-05,3.47475,0.237497
2.12667e-05,3.43434,0.237497
2.13333e-05,3.47475,0.237497
2.14e-05,3.43434,0.245418
2.14667e-05,3.43434,0.245418
2.15333e-05,1.09091,0.245418
2.16e-05,0.040404,0.245418
2.16667e-05,0,0.253339
2.17333e-05,0,0.245418
2.18e-05,0,0.245418
2.18667e-05,0,0.245418
2.19333e-05,0,0.245418
2.2e-05,0,0.245418
2.20667e-05,0.040404,0.245418
2.21333e-05,0,0.245418
2.22e-05,0,0.253339
2.22667e-05,0,0.245418
2.23333e-05,0.040404,0.245418
2.24e-05,0,0.245418
2.24667e-05,0.040404,0.245418
2.25333e-05,0.040404,0.245418
2.26e-05,0,0.245418
2.26667e-05,0,0.245418
2.27333e-05,0,0.245418
2.28e-05,0,0.245418
2.28667e-05,0.040404,0.245418
2.29333e-05,0,0.245418
2.3e-05,0,0.245418
2.30667e-05,0.040404,0.245418
2.31333e-05,0,0.237497
2.32e-05,0,0.245418
2.32667e-05,0,0.237497
2.33333e-05,0.040404,0.237497
2.34e-05,0.040404,0.237497
2.34667e-05,0,0.237497
2.35333e-05,0,0.237497
2.36e-05,0,0.237497
2.36667e-05,0,0.237497
2.37333e-05,0,0.237497
2.38e-05,0.040404,0.237497
2.38667e-05,0,0.237497
2.39333e-05,0.040404,0.237497
2.4e-05,0.040404,0.237497
2.40667e-05,0,0.237497
2.41333e-05,0,0.237497
2.42e-05,0,0.237497
2.42667e-05,0,0.237497
2.43333e-05,0.040404,0.237497
2.44e-05,0.040404,0.237497
2.44667e-05,0,0.237497
2.45333e-05,0.040404,0.237497
2.46e-05,0.040404,0.237497
2.46667e-05,0.040404,0.237497
2.47333e-05,0.040404,0.237497
2.48e-05,0.040404,0.237497
2.48667e-05,0.040404,0.237497
2.49333e-05,0,0.237497
2.5e-05,0.040404,0.237497
2.50667e-05,0,0.237497
2.51333e-05,0,0.237497
2.52e-05,0,0.237497
2.52667e-05,0,0.237497
2.53333e-05,0,0.237497
2.54e-05,0.040404,0.237497
2.54667e-05,0,0.237497
2.55333e-05,0.040404,0.237497
2.56e-05,0,0.237497
2.56667e-05,0,0.237497
2.57333e-05,0,0.229576
2.58e-05,0,0.237497
2.58667e-05,0,0.229576
2.59333e-05,0,0.229576
2.6e-05,0.040404,0.229576
2.60667e-05,0,0.237497
2.61333e-05,0,0.237497
2.62e-05,0,0.237497
2.62667e-05,0,0.237497
2.63333e-05,0.040404,0.237497
2.64e-05,0,0.237497
2.64667e-05,0,0.237497
2.65333e-05,0,0.237497
2.66e-05,0,0.229576
2.66667e-05,0,0.237497
2.67333e-05,0.040404,0.237497
2.68e-05,0,0.229576
2.68667e-05,0,0.229576
2.69333e-05,0.040404,0.229576
2.7e-05,0,0.229576
2.70667e-05,0,0.229576
2.71333e-05,0,0.229576
2.72e-05,0,0.229576
2.72667e-05,0,0.229576
2.73333e-05,0.040404,0.229576
2.74e-05,0.040404,0.229576
2.74667e-05,0.040404,0.229576
2.75333e-05,0,0.229576
2.76e-05,0,0.229576
2.76667e-05,0,0.229576
2.77333e-05,0,0.229576
2.78e-05,0.040404,0.229576
2.78667e-05,0,0.229576
2.79333e-05,0.040404,0.229576
2.8e-05,0,0.229576
2.80667e-05,0,0.229576
2.81333e-05,0.040404,0.229576
2.82e-05,0,0.229576
2.82667e-05,0,0.229576
2.83333e-05,0.040404,0.229576
2.84e-05,0,0.229576
2.84667e-05,0,0.229576
2.85333e-05,0,0.229576
2.86e-05,0.040404,0.229576
2.86667e-05,3.31313,0.229576
2.87333e-05,3.43434,0.229576
2.88e-05,3.47475,0.237497
2.88667e-05,3.47475,0.237497
2.89333e-05,3.43434,0.237497
2.9e-05,3.43434,0.237497
2.90667e-05,3.43434,0.245418
2.91333e-05,3.47475,0.245418
2.92e-05,3.43434,0.253339
2.92667e-05,3.43434,0.253339
2.93333e-05,3.43434,0.253339
2.94e-05,3.47475,0.253339
2.94667e-05,3.43434,0.253339
2.95333e-05,2.38384,0.261259
2.96e-05,0.0808081,0.261259
2.96667e-05,0.040404,0.261259
2.97333e-05,0,0.261259
2.98e-05,0,0.261259
2.98667e-05,0,0.253339
2.99333e-05,0,0.261259
3e-05,0,0.261259
3.00667e-05,0,0.261259
3.01333e-05,0.040404,0.261259
3.02e-05,0,0.253339
3.02667e-05,0,0.261259
3.03333e-05,0.040404,0.253339
3.04e-05,0.040404,0.261259
3.04667e-05,0,0.253339
3.05333e-05,0,0.253339
3.06e-05,0,0.253339
3.06667e-05,0,0.253339
3.07333e-05,0,0.253339
3.08e-05,0,0.253339
3.08667e-05,0,0.253339
3.09333e-05,0,0.253339
3.1e-05,0,0.253339
3.10667e-05,0,0.253339
3.11333e-05,0,0.253339
3.12e-05,0,0.253339
3.12667e-05,0.040404,0.253339
3.13333e-05,0,0.253339
3.14e-05,0.040404,0.253339
3.14667e-05,0,0.253339
3.15333e-05,0,0.253339
3.16e-05,0.040404,0.253339
3.16667e-05,0.040404,0.253339
3.17333e-05,0,0.253339
3.18e-05,0,0.253339
3.18667e-05,0,0.253339
3.19333e-05,0,0.253339
3.2e-05,0.040404,0.253339
3.20667e-05,0,0.253339
3.21333e-05,0.040404,0.253339
3.22e-05,0.040404,0.253339
3.22667e-05,0,0.253339
3.23333e-05,0.040404,0.253339
3.24e-05,0.040404,0.253339
3.24667e-05,0,0.253339
3.25333e-05,0,0.253339
3.26e-05,0.040404,0.253339
3.26667e-05,0,0.253339
3.27333e-05,0,0.253339
3.28e-05,0.040404,0.253339
3.28667e-05,0,0.253339
3.29333e-05,0,0.253339
3.3e-05,0,0.253339
3.30667e-05,0,0.253339
3.31333e-05,0,0.253339
3.32e-05,0,0.253339
3.32667e-05,0,0.253339
3.33333e-05,0,0.253339
3.34e-05,0,0.253339
3.34667e-05,0,0.253339
3.35333e-05,0,0.253339
3.36e-05,0,0.253339
3.36667e-05,0,0.253339
3.37333e-05,0.040404,0.253339
3.38e-05,0,0.253339
3.38667e-05,0.040404,0.253339
3.39333e-05,0,0.253339
3.4e-05,0.040404,0.253339
3.40667e-05,0,0.253339
3.41333e-05,0,0.245418
3.42e-05,0,0.237497
3.42667e-05,0.040404,0.245418
3.43333e-05,0.040404,0.245418
3.44e-05,0.040404,0.245418
3.44667e-05,0.040404,0.245418
3.45333e-05,0,0.245418
3.46e-05,0.040404,0.245418
3.46667e-05,0.040404,0.245418
3.47333e-05,0,0.245418
3.48e-05,0.040404,0.253339
3.48667e-05,0.040404,0.253339
3.49333e-05,0,0.253339
3.5e-05,0,0.245418
3.50667e-05,0,0.245418
3.51333e-05,0.040404,0.245418
3.52e-05,0,0.245418
3.52667e-05,0.040404,0.245418
3.53333e-05,0.040404,0.245418
3.54e-05,0,0.237497
3.54667e-05,0.040404,0.245418
3.55333e-05,0.040404,0.245418
3.56e-05,0,0.245418
3.56667e-05,0,0.237497
3.57333e-05,0.040404,0.237497
3.58e-05,0.040404,0.237497
3.58667e-05,0,0.245418
3.59333e-05,0,0.245418
3.6e-05,0.040404,0.245418
3.60667e-05,0.040404,0.237497
3.61333e-05,0,0.245418
3.62e-05,0,0.245418
3.62667e-05,0,0.245418
3.63333e-05,0.040404,0.237497
3.64e-05,0,0.237497
3.64667e-05,0,0.237497
3.65333e-05,0,0.237497
3.66e-05,0,0.237497
3.66667e-05,3.0303,0.237497
3.67333e-05,3.43434,0.245418
3.68e-05,3.43434,0.253339
3.68667e-05,3.47475,0.253339
3.69333e-05,3.43434,0.253339
3.7e-05,3.43434,0.253339
3.70667e-05,3.43434,0.253339
3.71333e-05,3.43434,0.261259
3.72e-05,3.47475,0.261259
3.72667e-05,3.43434,0.261259
3.73333e-05,3.47475,0.261259
3.74e-05,3.43434,0.26918
3.74667e-05,3.43434,0.26918
3.75333e-05,3.39394,0.26918
3.76e-05,0.161616,0.26918
3.76667e-05,0.040404,0.277101
3.77333e-05,0,0.26918
3.78e-05,0,0.26918
3.78667e-05,0,0.26918
3.79333e-05,0,0.26918
3.8e-05,0,0.26918
3.80667e-05,0.040404,0.26918
3.81333e-05,0.040404,0.26918
3.82e-05,0,0.26918
3.82667e-05,0,0.26918
3.83333e-05,0,0.26918
3.84e-05,0,0.26918
3.84667e-05,0.040404,0.26918
3.85333e-05,0,0.26918
3.86e-05,0,0.26918
3.86667e-05,0.040404,0.26918
3.87333e-05,0,0.277101
3.88e-05,0,0.26918
3.88667e-05,0,0.26918
3.89333e-05,0,0.26918
3.9e-05,0.040404,0.26918
3.90667e-05,0,0.26918
3.91333e-05,0.040404,0.26918
3.92e-05,0,0.26918
3.92667e-05,0,0.26918
3.93333e-05,0,0.261259
3.94e-05,0,0.26918
3.94667e-05,0.040404,0.261259
3.95333e-05,0,0.261259
3.96e-05,0.040404,0.26918
3.96667e-05,0,0.261259
3.97333e-05,0.040404,0.261259
3.98e-05,0.040404,0.26918
3.98667e-05,0,0.26918
3.99333e-05,0,0.26918
4e-05,0,0.261259
4.00667e-05,0,0.261259
4.01333e-05,0.040404,0.26918
4.02e-05,0,0.261259
4.02667e-05,0.040404,0.261259
4.03333e-05,0,0.261259
4.04e-05,0,0.261259
4.04667e-05,0,0.261259
4.05333e-05,0,0.261259
4.06e-05,0,0.261259
4.06667e-05,0,0.261259
4.07333e-05,0.040404,0.261259
4.08e-05,0,0.261259
4.08667e-05,0.040404,0.261259
4.09333e-05,0,0.261259
4.1e-05,0.040404,0.261259
4.10667e-05,0,0.261259
4.11333e-05,0.040404,0.261259
4.12e-05,0,0.261259
4.12667e-05,0.040404,0.261259
4.13333e-05,0.040404,0.261259
4.14e-05,0,0.261259
4.14667e-05,0.040404,0.261259
4.15333e-05,0.040404,0.261259
4.16e-05,0.040404,0.261259
4.16667e-05,0.040404,0.261259
4.17333e-05,0.040404,0.261259
4.18e-05,0.040404,0.261259
4.18667e-05,0.040404,0.261259
4.19333e-05,0.040404,0.261259
4.2e-05,0.040404,0.261259
4.20667e-05,0,0.253339
4.21333e-05,0,0.261259
4.22e-05,0,0.261259
4.22667e-05,0.040404,0.261259
4.23333e-05,0,0.261259
4.24e-05,0,0.261259
4.24667e-05,0,0.261259
4.25333e-05,0,0.253339
4.26e-05,0,0.261259
4.26667e-05,0.040404,0.261259
4.27333e-05,0,0.253339
4.28e-05,0.040404,0.253339
4.28667e-05,0.040404,0.261259
4.29333e-05,0.040404,0.253339
4.3e-05,0,0.253339
4.30667e-05,0,0.253339
4.31333e-05,0.040404,0.253339
4.32e-05,0,0.253339
4.32667e-05,0,0.253339
4.33333e-05,0.040404,0.253339
4.34e-05,0,0.253339
4.34667e-05,0,0.253339
4.35333e-05,0.040404,0.253339
4.36e-05,0,0.253339
4.36667e-05,0.040404,0.253339
4.37333e-05,0.040404,0.253339
4.38e-05,0,0.253339
4.38667e-05,0,0.253339
4.39333e-05,0,0.253339
4.4e-05,0,0.253339
4.40667e-05,0.040404,0.253339
4.41333e-05,0,0.253339
4.42e-05,0,0.253339
4.42667e-05,0,0.253339
4.43333e-05,0,0.253339
4.44e-05,0,0.253339
4.44667e-05,0,0.253339
4.45333e-05,0,0.253339
4.46e-05,0,0.253339
4.46667e-05,2.50505,0.253339
4.47333e-05,3.43434,0.253339
4.48e-05,3.43434,0.253339
4.48667e-05,3.43434,0.261259
4.49333e-05,3.43434,0.261259
4.5e-05,3.47475,0.261259
4.50667e-05,3.43434,0.26918
4.51333e-05,3.43434,0.26918
4.52e-05,3.43434,0.26918
4.52667e-05,3.43434,0.277101
4.53333e-05,3.47475,0.277101
4.54e-05,3.43434,0.277101
4.54667e-05,3.43434,0.285022
4.55333e-05,3.43434,0.285022
4.56e-05,3.43434,0.285022
4.56667e-05,3.43434,0.285022
4.57333e-05,3.43434,0.292943
4.58e-05,3.43434,0.292943
4.58667e-05,3.43434,0.292943
4.59333e-05,1.57576,0.300863
4.6e-05,0.0808081,0.292943
4.60667e-05,0,0.292943
4.61333e-05,0.040404,0.292943
4.62e-05,0,0.292943
4.62667e-05,0.040404,0.292943
4.63333e-05,0.040404,0.292943
4.64e-05,0,0.292943
4.64667e-05,0.040404,0.292943
4.65333e-05,0.040404,0.292943
4.66e-05,0,0.292943
4.66667e-05,0.040404,0.292943
4.67333e-05,0,0.292943
4.68e-05,0.040404,0.292943
4.68667e-05,0,0.292943
4.69333e-05,0,0.292943
4.7e-05,0,0.292943
4.70667e-05,0.040404,0.292943
4.71333e-05,0,0.292943
4.72e-05,0,0.292943
4.72667e-05,0,0.292943
4.73333e-05,0,0.292943
4.74e-05,0,0.292943
4.74667e-05,0,0.292943
4.75333e-05,0.040404,0.292943
4.76e-05,0.040404,0.292943
4.76667e-05,0.040404,0.292943
4.77333e-05,0.040404,0.292943
4.78e-05,0,0.292943
4.78667e-05,0.040404,0.292943
4.79333e-05,0.040404,0.292943
4.8e-05,0,0.285022
4.80667e-05,0,0.292943
4.81333e-05,0.040404,0.292943
4.82e-05,0.040404,0.285022
4.82667e-05,0.040404,0.285022
4.83333e-05,0.040404,0.292943
4.84e-05,0.040404,0.292943
4.84667e-05,0.040404,0.292943
4.85333e-05,0,0.285022
4.86e-05,0.040404,0.292943
4.86667e-05,0.040404,0.285022
4.87333e-05,0,0.285022
4.88e-05,0,0.285022
4.88667e-05,0,0.285022
4.89333e-05,0,0.292943
4.9e-05,0,0.292943
4.90667e-05,0,0.285022
4.91333e-05,0.040404,0.285022
4.92e-05,0,0.285022
4.92667e-05,0.040404,0.285022
4.93333e-05,0.040404,0.285022
4.94e-05,0,0.285022
4.94667e-05,0.040404,0.285022
4.95333e-05,0,0.285022
4.96e-05,0.040404,0.285022
4.96667e-05,0,0.285022
4.97333e-05,0.040404,0.285022
4.98e-05,0,0.285022
4.98667e-05,0,0.285022
4.99333e-05,0,0.285022
5e-05,0,0.285022
5.00667e-05,0,0.285022
5.01333e-05,0.040404,0.285022
5.02e-05,0,0.285022
5.02667e-05,0.040404,0.285022
5.03333e-05,0,0.285022
5.04e-05,0.040404,0.285022
5.04667e-05,0,0.285022
5.05333e-05,0,0.285022
5.06e-05,0,0.277101
5.06667e-05,0,0.285022
5.07333e-05,0.040404,0.285022
5.08e-05,0.040404,0.285022
5.08667e-05,0.040404,0.285022
5.09333e-05,0,0.285022
5.1e-05,0,0.285022
5.10667e-05,0.040404,0.285022
5.11333e-05,0.040404,0.285022
5.12e-05,0.040404,0.285022
5.12667e-05,0.040404,0.277101
5.13333e-05,0,0.277101
5.14e-05,0.040404,0.285022
5.14667e-05,0.040404,0.285022
5.15333e-05,0.040404,0.285022
5.16e-05,0.040404,0.277101
5.16667e-05,0,0.285022
5.17333e-05,0,0.285022
5.18e-05,0,0.285022
5.18667e-05,0,0.277101
5.19333e-05,0.040404,0.277101
5.2e-05,0,0.277101
5.20667e-05,0,0.277101
5.21333e-05,0,0.277101
5.22e-05,0.040404,0.277101
5.22667e-05,0.040404,0.277101
5.23333e-05,0.040404,0.277101
5.24e-05,0.040404,0.277101
5.24667e-05,0,0.277101
5.25333e-05,0,0.277101
5.26e-05,0,0.277101
5.26667e-05,1.33333,0.277101
5.27333e-05,3.39394,0.285022
5.28e-05,3.43434,0.285022
5.28667e-05,3.43434,0.285022
5.29333e-05,3.43434,0.285022
5.3e-05,3.47475,0.285022
5.30667e-05,3.43434,0.285022
5.31333e-05,3.43434,0.292943
5.32e-05,3.47475,0.292943
5.32667e-05,3.47475,0.292943
5.33333e-05,3.43434,0.300863
5.34e-05,3.43434,0.300863
5.34667e-05,3.47475,0.300863
5.35333e-05,3.43434,0.308784
5.36e-05,3.47475,0.308784
5.36667e-05,3.43434,0.316705
5.37333e-05,3.47475,0.316705
5.38e-05,3.47475,0.316705
5.38667e-05,3.43434,0.316705
5.39333e-05,3.0303,0.316705
5.4e-05,0.121212,0.316705
5.40667e-05,0,0.316705
5.41333e-05,0,0.324626
5.42e-05,0,0.316705
5.42667e-05,0,0.316705
5.43333e-05,0,0.324626
5.44e-05,0,0.316705
5.44667e-05,0.040404,0.316705
5.45333e-05,0.040404,0.316705
5.46e-05,0,0.316705
5.46667e-05,0.040404,0.316705
5.47333e-05,0.040404,0.316705
5.48e-05,0,0.316705
5.48667e-05,0.040404,0.316705
5.49333e-05,0,0.316705
5.5e-05,0,0.316705
5.50667e-05,0.040404,0.316705
5.51333e-05,0.040404,0.316705
5.52e-05,0.040404,0.316705
5.52667e-05,0,0.316705
5.53333e-05,0.040404,0.316705
5.54e-05,0.040404,0.316705
5.54667e-05,0.040404,0.316705
5.55333e-05,0.040404,0.316705
5.56e-05,0,0.316705
5.56667e-05,0.040404,0.316705
5.57333e-05,0,0.316705
5.58e-05,0,0.316705
5.58667e-05,0.040404,0.316705
5.59333e-05,0.040404,0.316705
5.6e-05,0.040404,0.316705
5.60667e-05,0,0.316705
5.61333e-05,0,0.316705
5.62e-05,0,0.316705
5.62667e-05,0.040404,0.308784
5.63333e-05,0.040404,0.308784
5.64e-05,0.040404,0.308784
5.64667e-05,0.040404,0.316705
5.65333e-05,0.040404,0.308784
5.66e-05,0.040404,0.308784
5.66667e-05,0,0.308784
5.67333e-05,0,0.316705
5.68e-05,0,0.308784
5.68667e-05,0,0.316705
5.69333e-05,0.040404,0.308784
5.7e-05,0.040404,0.308784
5.70667e-05,0.040404,0.308784
5.71333e-05,0.040404,0.300863
5.72e-05,0.040404,0.308784
5.72667e-05,0,0.308784
5.73333e-05,0.040404,0.308784
5.74e-05,0.040404,0.308784
5.74667e-05,0.040404,0.308784
5.75333e-05,0.040404,0.308784
5.76e-05,0,0.308784
5.76667e-05,0.040404,0.308784
5.77333e-05,0.040404,0.300863
5.78e-05,0.040404,0.308784
5.78667e-05,0,0.308784
5.79333e-05,0.040404,0.300863
5.8e-05,0,0.308784
5.80667e-05,0.040404,0.308784
