"t / s","CH1 / V","CH2 / V"
0.0008588,3.43434,0.904727
0.000859,3.45455,0.924929
0.0008592,3.43434,0.924929
0.0008594,3.47475,0.924929
0.0008596,3.45455,0.945131
0.0008598,3.47475,0.93503
0.00086,3.47475,0.945131
0.0008602,3.45455,0.955232
0.0008604,3.47475,0.965333
0.0008606,3.47475,0.965333
0.0008608,3.43434,0.965333
0.000861,3.45455,0.965333
0.0008612,3.43434,0.965333
0.0008614,3.47475,0.985535
0.0008616,3.47475,0.985535
0.0008618,0.262626,0.985535
0.000862,0.040404,0.985535
0.0008622,0.040404,0.985535
0.0008624,0.040404,0.985535
0.0008626,0.040404,0.985535
0.0008628,0.040404,0.975434
0.000863,0.040404,0.975434
0.0008632,0.040404,0.965333
0.0008634,0.040404,0.965333
0.0008636,0.040404,0.965333
0.0008638,0.040404,0.965333
0.000864,0.040404,0.965333
0.0008642,0.0606061,0.965333
0.0008644,0.040404,0.965333
0.0008646,0.040404,0.965333
0.0008648,0.040404,0.965333
0.000865,0.040404,0.965333
0.0008652,0.040404,0.965333
0.0008654,0.020202,0.955232
0.0008656,0.040404,0.965333
0.0008658,0.040404,0.955232
0.000866,0.040404,0.945131
0.0008662,0.040404,0.945131
0.0008664,1.73737,0.945131
0.0008666,3.45455,0.955232
0.0008668,3.47475,0.955232
0.000867,3.43434,0.965333
0.0008672,3.45455,0.965333
0.0008674,3.45455,0.965333
0.0008676,3.45455,0.975434
0.0008678,3.45455,0.975434
0.000868,3.45455,0.985535
0.0008682,3.43434,0.985535
0.0008684,3.45455,1.00574
0.0008686,3.43434,1.00574
0.0008688,3.45455,1.00574
0.000869,3.45455,1.00574
0.0008692,3.45455,1.02594
0.0008694,3.45455,1.02594
0.0008696,3.47475,1.03604
0.0008698,0.787879,1.04614
0.00087,0.040404,1.04614
0.0008702,0.040404,1.02594
0.0008704,0.040404,1.02594
0.0008706,0.040404,1.01584
0.0008708,0.040404,1.01584
0.000871,0.040404,1.00574
0.0008712,0.040404,1.00574
0.0008714,0.040404,1.00574
0.0008716,0.040404,1.00574
0.0008718,0.040404,1.00574
0.000872,0.040404,1.00574
0.0008722,0.040404,0.995636
0.0008724,0.040404,1.00574
0.0008726,0.040404,0.995636
0.0008728,0.040404,0.995636
0.000873,0.040404,0.985535
0.0008732,0.040404,0.985535
0.0008734,0.040404,0.985535
0.0008736,0.040404,0.985535
0.0008738,0.040404,0.985535
0.000874,0.040404,0.985535
0.0008742,0.040404,0.985535
0.0008744,1.71717,0.985535
0.0008746,3.47475,0.985535
0.0008748,3.47475,0.985535
0.000875,3.45455,0.985535
0.0008752,3.45455,1.00574
0.0008754,3.45455,1.00574
0.0008756,3.47475,1.00574
0.0008758,3.47475,1.02594
0.000876,3.47475,1.02594
0.0008762,3.47475,1.04614
0.0008764,3.47475,1.04614
0.0008766,3.47475,1.04614
0.0008768,3.47475,1.04614
0.000877,3.47475,1.04614
0.0008772,3.47475,1.05624
0.0008774,3.47475,1.06634
0.0008776,3.45455,1.07644
0.0008778,1.61616,1.06634
0.000878,0.0606061,1.06634
0.0008782,0.040404,1.06634
0.0008784,0.040404,1.06634
0.0008786,0.040404,1.06634
0.0008788,0.040404,1.06634
0.000879,0.0606061,1.06634
0.0008792,0.040404,1.04614
0.0008794,0.040404,1.04614
0.0008796,0.040404,1.05624
0.0008798,0.040404,1.04614
0.00088,0.040404,1.04614
0.0008802,0.040404,1.04614
0.0008804,0.0606061,1.04614
0.0008806,0.040404,1.04614
0.0008808,0.040404,1.03604
0.000881,0.0606061,1.03604
0.0008812,0.040404,1.03604
0.0008814,0.040404,1.02594
0.0008816,0.040404,1.02594
0.0008818,0.040404,1.01584
0.000882,0.040404,1.00574
0.0008822,0.040404,1.00574
0.0008824,1.63636,1.01584
0.0008826,3.47475,1.00574
0.0008828,3.47475,1.03604
0.000883,3.47475,1.03604
0.0008832,3.45455,1.04614
0.0008834,3.47475,1.04614
0.0008836,3.47475,1.05624
0.0008838,3.45455,1.05624
0.000884,3.45455,1.06634
0.0008842,3.47475,1.06634
0.0008844,3.47475,1.06634
0.0008846,3.47475,1.06634
0.0008848,3.47475,1.08655
0.000885,3.47475,1.08655
0.0008852,3.47475,1.08655
0.0008854,3.47475,1.09665
0.0008856,3.47475,1.10675
0.0008858,1.75758,1.10675
0.000886,0.040404,1.09665
0.0008862,0.040404,1.09665
0.0008864,0.040404,1.08655
0.0008866,0.040404,1.08655
0.0008868,0.040404,1.08655
0.000887,0.040404,1.09665
0.0008872,0.040404,1.08655
0.0008874,0.040404,1.08655
0.0008876,0.040404,1.07644
0.0008878,0.040404,1.08655
0.000888,0.040404,1.07644
0.0008882,0.040404,1.07644
0.0008884,0.040404,1.07644
0.0008886,0.040404,1.06634
0.0008888,0.040404,1.06634
0.000889,0.040404,1.06634
0.0008892,0.040404,1.05624
0.0008894,0.040404,1.06634
0.0008896,0.040404,1.06634
0.0008898,0.040404,1.06634
0.00089,0.040404,1.04614
0.0008902,0.040404,1.04614
0.0008904,1.33333,1.04614
0.0008906,3.47475,1.04614
0.0008908,3.47475,1.05624
0.000891,3.45455,1.06634
0.0008912,3.47475,1.06634
0.0008914,0.0808081,1.06634
0.0008916,0.040404,1.06634
0.0008918,0.040404,1.06634
0.000892,0.040404,1.06634
0.0008922,0.040404,1.04614
0.0008924,0.040404,1.06634
0.0008926,0.040404,1.04614
0.0008928,0.040404,1.06634
0.000893,0.040404,1.04614
0.0008932,0.040404,1.05624
0.0008934,0.040404,1.04614
0.0008936,0.040404,1.04614
0.0008938,0.040404,1.04614
0.000894,0.040404,1.04614
0.0008942,0.040404,1.04614
0.0008944,0.040404,1.03604
0.0008946,0.040404,1.03604
0.0008948,0.040404,1.02594
0.000895,0.040404,1.03604
0.0008952,0.040404,1.02594
0.0008954,0.040404,1.02594
0.0008956,0.040404,1.01584
0.0008958,0.040404,1.00574
0.000896,0.040404,1.01584
0.0008962,0.020202,1.00574
0.0008964,0.040404,1.00574
0.0008966,0.040404,1.00574
0.0008968,0.040404,1.00574
0.000897,0.040404,1.00574
0.0008972,0.040404,0.995636
0.0008974,0.040404,0.995636
0.0008976,0.040404,1.00574
0.0008978,0.040404,0.995636
0.000898,0.040404,0.985535
0.0008982,0.020202,0.985535
0.0008984,0.565657,0.985535
0.0008986,3.45455,0.985535
0.0008988,3.45455,0.995636
0.000899,3.47475,1.00574
0.0008992,3.47475,1.00574
0.0008994,0.181818,1.00574
0.0008996,0.040404,1.00574
0.0008998,0.040404,1.00574
0.0009,0.040404,1.00574
0.0009002,0.040404,0.995636
0.0009004,0.040404,0.995636
0.0009006,0.040404,0.985535
0.0009008,0.040404,0.995636
0.000901,0.040404,0.985535
0.0009012,0.040404,0.985535
0.0009014,0.040404,0.985535
0.0009016,0.040404,0.985535
0.0009018,0.040404,0.985535
0.000902,0.040404,0.985535
0.0009022,0.040404,0.975434
0.0009024,0.040404,0.985535
0.0009026,0.040404,0.975434
0.0009028,0.040404,0.975434
0.000903,0.040404,0.965333
0.0009032,0.040404,0.965333
0.0009034,0.040404,0.965333
0.0009036,0.040404,0.965333
0.0009038,0.040404,0.965333
0.000904,0.040404,0.965333
0.0009042,0.040404,0.965333
0.0009044,0.040404,0.965333
0.0009046,0.040404,0.965333
0.0009048,0.040404,0.955232
0.000905,0.040404,0.955232
0.0009052,0.040404,0.945131
0.0009054,0.040404,0.945131
0.0009056,0.040404,0.945131
0.0009058,0.040404,0.945131
0.000906,0.040404,0.945131
0.0009062,0.040404,0.93503
0.0009064,0.040404,0.945131
0.0009066,3.45455,0.93503
0.0009068,3.47475,0.945131
0.000907,3.47475,0.955232
0.0009072,3.47475,0.965333
0.0009074,0.585859,0.965333
0.0009076,0.040404,0.965333
0.0009078,0.040404,0.955232
0.000908,0,0.965333
0.0009082,0.040404,0.955232
0.0009084,0.040404,0.955232
0.0009086,0.040404,0.945131
0.0009088,0.040404,0.945131
0.000909,0.020202,0.93503
0.0009092,0.040404,0.945131
0.0009094,0.040404,0.93503
0.0009096,0.040404,0.924929
0.0009098,0.040404,0.93503
0.00091,0.040404,0.924929
0.0009102,0.040404,0.924929
0.0009104,0.040404,0.924929
0.0009106,0.040404,0.924929
0.0009108,0.040404,0.924929
0.000911,0.040404,0.924929
0.0009112,0.040404,0.924929
0.0009114,0.040404,0.924929
0.0009116,0.020202,0.904727
0.0009118,0.040404,0.914828
0.000912,0.040404,0.904727
0.0009122,0.040404,0.904727
0.0009124,0.040404,0.904727
0.0009126,0.040404,0.904727
0.0009128,0.040404,0.904727
0.000913,0.040404,0.904727
0.0009132,0.040404,0.904727
0.0009134,0,0.894626
0.0009136,0.040404,0.884525
0.0009138,0.040404,0.894626
0.000914,0.020202,0.894626
0.0009142,0.040404,0.894626
0.0009144,0.040404,0.884525
0.0009146,3.43434,0.884525
0.0009148,3.47475,0.884525
0.000915,3.45455,0.904727
0.0009152,3.45455,0.904727
0.0009154,1.45455,0.904727
0.0009156,0.040404,0.904727
0.0009158,0.020202,0.904727
0.000916,0.040404,0.904727
0.0009162,0.040404,0.904727
0.0009164,0.040404,0.904727
0.0009166,0.040404,0.904727
0.0009168,0.040404,0.894626
0.000917,0.040404,0.884525
0.0009172,0.040404,0.894626
0.0009174,0.040404,0.884525
0.0009176,0.040404,0.904727
0.0009178,0.040404,0.884525
0.000918,0.040404,0.894626
0.0009182,0.040404,0.884525
0.0009184,0.040404,0.884525
0.0009186,0.040404,0.884525
0.0009188,0.040404,0.884525
0.000919,0.020202,0.884525
0.0009192,0.040404,0.884525
0.0009194,0.040404,0.874424
0.0009196,0.040404,0.884525
0.0009198,0.040404,0.874424
0.00092,0.040404,0.884525
0.0009202,0.040404,0.864323
0.0009204,0.040404,0.864323
0.0009206,0.040404,0.864323
0.0009208,0.040404,0.864323
0.000921,0.040404,0.854222
0.0009212,0.040404,0.844121
0.0009214,0.040404,0.844121
0.0009216,0.040404,0.864323
0.0009218,0.040404,0.844121
0.000922,0.040404,0.844121
0.0009222,0.040404,0.844121
0.0009224,0.040404,0.844121
0.0009226,3.45455,0.844121
0.0009228,3.43434,0.844121
0.000923,3.47475,0.864323
0.0009232,3.47475,0.874424
0.0009234,1.75758,0.874424
0.0009236,0.040404,0.874424
0.0009238,0.040404,0.864323
0.000924,0.040404,0.864323
0.0009242,0.040404,0.864323
0.0009244,0.040404,0.854222
0.0009246,0.040404,0.864323
0.0009248,0.040404,0.854222
0.000925,0.040404,0.854222
0.0009252,0.040404,0.844121
0.0009254,0.040404,0.844121
0.0009256,0.040404,0.844121
0.0009258,0.040404,0.83402
0.000926,0,0.844121
0.0009262,0.040404,0.844121
0.0009264,0.040404,0.823919
0.0009266,0.040404,0.823919
0.0009268,0.040404,0.823919
0.000927,0.040404,0.823919
0.0009272,0.040404,0.823919
0.0009274,0.0606061,0.823919
0.0009276,0.040404,0.823919
0.0009278,0.040404,0.823919
0.000928,0.040404,0.823919
0.0009282,0.040404,0.823919
0.0009284,0.040404,0.823919
0.0009286,0.040404,0.823919
0.0009288,0.040404,0.823919
0.000929,0.040404,0.813818
0.0009292,0.040404,0.813818
0.0009294,0.040404,0.813818
0.0009296,0.040404,0.803717
0.0009298,0.040404,0.803717
0.00093,0.040404,0.803717
0.0009302,0.040404,0.803717
0.0009304,0.040404,0.803717
0.0009306,3.39394,0.803717
0.0009308,3.47475,0.803717
0.000931,3.47475,0.823919
0.0009312,3.45455,0.823919
0.0009314,3.45455,0.823919
0.0009316,3.45455,0.844121
0.0009318,3.45455,0.844121
0.000932,3.47475,0.844121
0.0009322,3.47475,0.844121
0.0009324,3.45455,0.844121
0.0009326,3.45455,0.854222
0.0009328,1.77778,0.874424
0.000933,0.040404,0.874424
0.0009332,0.020202,0.874424
0.0009334,0.040404,0.864323
0.0009336,0.040404,0.854222
0.0009338,0.040404,0.864323
0.000934,0.040404,0.864323
0.0009342,0.040404,0.854222
0.0009344,0.040404,0.854222
0.0009346,0.040404,0.854222
0.0009348,0.040404,0.844121
0.000935,0.040404,0.844121
0.0009352,0.040404,0.844121
0.0009354,0.040404,0.844121
0.0009356,0.040404,0.844121
0.0009358,0.040404,0.844121
0.000936,0.040404,0.844121
0.0009362,0.040404,0.83402
0.0009364,0.040404,0.83402
0.0009366,0.040404,0.823919
0.0009368,0.040404,0.823919
0.000937,0.040404,0.823919
0.0009372,0.040404,0.823919
0.0009374,0.040404,0.823919
0.0009376,0.040404,0.823919
0.0009378,0.040404,0.823919
0.000938,0.040404,0.813818
0.0009382,0.040404,0.813818
0.0009384,0.040404,0.823919
0.0009386,3.13131,0.823919
0.0009388,3.47475,0.823919
0.000939,3.45455,0.823919
0.0009392,3.43434,0.83402
0.0009394,3.43434,0.844121
0.0009396,3.45455,0.844121
0.0009398,3.45455,0.854222
0.00094,3.47475,0.854222
0.0009402,3.47475,0.864323
0.0009404,3.45455,0.874424
0.0009406,3.45455,0.884525
0.0009408,1.79798,0.884525
0.000941,0.040404,0.884525
0.0009412,0.020202,0.884525
0.0009414,0.040404,0.884525
0.0009416,0.040404,0.884525
0.0009418,0.040404,0.884525
0.000942,0.040404,0.884525
0.0009422,0.040404,0.874424
0.0009424,0.040404,0.874424
0.0009426,0.040404,0.864323
0.0009428,0.040404,0.864323
0.000943,0.020202,0.864323
0.0009432,0.040404,0.864323
0.0009434,0.040404,0.854222
0.0009436,0.040404,0.854222
0.0009438,0.040404,0.844121
0.000944,0.040404,0.844121
0.0009442,0.040404,0.844121
0.0009444,0.040404,0.844121
0.0009446,0.040404,0.844121
0.0009448,0.040404,0.83402
0.000945,0.040404,0.844121
0.0009452,0.040404,0.844121
0.0009454,0.040404,0.83402
0.0009456,0.040404,0.83402
0.0009458,0.040404,0.823919
0.000946,0.040404,0.823919
0.0009462,0.040404,0.823919
0.0009464,0.040404,0.823919
0.0009466,2.42424,0.823919
0.0009468,3.47475,0.83402
0.000947,3.45455,0.844121
0.0009472,3.47475,0.844121
0.0009474,3.43434,0.844121
0.0009476,3.45455,0.864323
0.0009478,3.47475,0.864323
0.000948,3.43434,0.884525
0.0009482,3.47475,0.884525
0.0009484,3.47475,0.884525
0.0009486,3.45455,0.884525
0.0009488,1.9596,0.894626
0.000949,0.040404,0.894626
0.0009492,0.040404,0.884525
0.0009494,0.040404,0.884525
0.0009496,0.040404,0.884525
0.0009498,0.040404,0.884525
0.00095,0.0606061,0.884525
0.0009502,0.040404,0.884525
0.0009504,0.040404,0.884525
0.0009506,0.040404,0.884525
0.0009508,0.040404,0.884525
0.000951,0.040404,0.874424
0.0009512,0.040404,0.884525
0.0009514,0.040404,0.864323
0.0009516,0.040404,0.864323
0.0009518,0.040404,0.864323
0.000952,0.040404,0.864323
0.0009522,0.040404,0.864323
0.0009524,0.040404,0.854222
0.0009526,0.040404,0.854222
0.0009528,0.040404,0.844121
0.000953,0.040404,0.844121
0.0009532,0.040404,0.844121
0.0009534,0.040404,0.844121
0.0009536,0.040404,0.844121
0.0009538,0.040404,0.844121
0.000954,0.040404,0.844121
0.0009542,0.040404,0.844121
0.0009544,0.040404,0.83402
0.0009546,1.79798,0.83402
0.0009548,3.47475,0.844121
0.000955,3.45455,0.844121
0.0009552,3.47475,0.854222
0.0009554,3.47475,0.864323
0.0009556,3.47475,0.874424
0.0009558,3.45455,0.884525
0.000956,3.45455,0.884525
0.0009562,3.47475,0.884525
0.0009564,3.47475,0.884525
0.0009566,3.45455,0.894626
0.0009568,2.38384,0.904727
0.000957,0.040404,0.904727
0.0009572,0.040404,0.904727
0.0009574,0.040404,0.894626
0.0009576,0.040404,0.904727
0.0009578,0.040404,0.894626
0.000958,0.020202,0.894626
0.0009582,0.040404,0.884525
0.0009584,0.040404,0.884525
0.0009586,0.040404,0.884525
0.0009588,0.040404,0.884525
0.000959,0.040404,0.884525
0.0009592,0.040404,0.884525
0.0009594,0.040404,0.884525
0.0009596,0.040404,0.884525
0.0009598,0.040404,0.884525
0.00096,0.040404,0.884525
0.0009602,0.040404,0.884525
0.0009604,0.040404,0.874424
0.0009606,0.040404,0.874424
0.0009608,0.040404,0.874424
0.000961,0.040404,0.864323
0.0009612,0.020202,0.864323
0.0009614,0.040404,0.854222
0.0009616,0.040404,0.854222
0.0009618,0.040404,0.854222
0.000962,0.040404,0.844121
0.0009622,0.040404,0.844121
0.0009624,0.020202,0.844121
0.0009626,1.75758,0.844121
0.0009628,3.45455,0.854222
0.000963,3.45455,0.864323
0.0009632,3.47475,0.864323
0.0009634,3.47475,0.884525
0.0009636,3.47475,0.884525
0.0009638,3.45455,0.884525
0.000964,3.45455,0.884525
0.0009642,3.45455,0.904727
0.0009644,3.43434,0.904727
0.0009646,3.45455,0.904727
0.0009648,3.25253,0.904727
0.000965,0.020202,0.904727
0.0009652,0.040404,0.904727
0.0009654,0.040404,0.904727
0.0009656,0.040404,0.904727
0.0009658,0.040404,0.904727
0.000966,0.040404,0.894626
0.0009662,0.040404,0.894626
0.0009664,0.040404,0.894626
0.0009666,0.040404,0.884525
0.0009668,0.040404,0.884525
0.000967,0.040404,0.894626
0.0009672,0.040404,0.884525
0.0009674,0.040404,0.894626
0.0009676,0.040404,0.884525
0.0009678,0.040404,0.884525
0.000968,0.040404,0.884525
0.0009682,0.040404,0.884525
0.0009684,0.040404,0.884525
0.0009686,0.040404,0.884525
0.0009688,0.040404,0.884525
0.000969,0.040404,0.874424
0.0009692,0.040404,0.874424
0.0009694,0.040404,0.864323
0.0009696,0.040404,0.864323
0.0009698,0.040404,0.864323
0.00097,0.040404,0.864323
0.0009702,0.040404,0.864323
0.0009704,0.040404,0.864323
0.0009706,1.73737,0.844121
0.0009708,3.47475,0.864323
0.000971,3.45455,0.874424
0.0009712,3.43434,0.884525
0.0009714,3.45455,0.884525
0.0009716,3.47475,0.884525
0.0009718,3.47475,0.884525
0.000972,3.47475,0.904727
0.0009722,3.45455,0.894626
0.0009724,3.47475,0.904727
0.0009726,3.45455,0.904727
0.0009728,3.47475,0.914828
0.000973,3.47475,0.924929
0.0009732,3.45455,0.924929
0.0009734,3.45455,0.924929
0.0009736,3.45455,0.93503
0.0009738,3.45455,0.945131
0.000974,3.45455,0.965333
0.0009742,1.47475,0.965333
0.0009744,0.040404,0.965333
0.0009746,0.040404,0.965333
0.0009748,0.040404,0.945131
0.000975,0.040404,0.945131
0.0009752,0.040404,0.945131
0.0009754,0.040404,0.93503
0.0009756,0.0606061,0.945131
0.0009758,0.040404,0.93503
0.000976,0.040404,0.93503
0.0009762,0.040404,0.924929
0.0009764,0.040404,0.924929
0.0009766,0.040404,0.924929
0.0009768,0.040404,0.924929
0.000977,0.040404,0.924929
0.0009772,0.040404,0.924929
0.0009774,0.040404,0.924929
0.0009776,0.040404,0.924929
0.0009778,0.040404,0.924929
0.000978,0.040404,0.914828
0.0009782,0.040404,0.904727
0.0009784,0.040404,0.914828
0.0009786,1.69697,0.904727
0.0009788,3.47475,0.904727
0.000979,3.47475,0.914828
0.0009792,3.47475,0.924929
0.0009794,3.45455,0.924929
0.0009796,3.45455,0.93503
0.0009798,3.45455,0.93503
0.00098,3.45455,0.955232
0.0009802,3.47475,0.965333
0.0009804,3.43434,0.965333
0.0009806,3.47475,0.965333
0.0009808,3.47475,0.965333
0.000981,3.47475,0.965333
0.0009812,3.47475,0.985535
0.0009814,3.47475,0.985535
0.0009816,3.47475,0.985535
0.0009818,3.47475,0.985535
0.000982,3.47475,1.00574
0.0009822,1.75758,1.00574
0.0009824,0.040404,1.00574
0.0009826,0.040404,1.00574
0.0009828,0.040404,0.995636
0.000983,0.040404,0.985535
0.0009832,0.0606061,0.985535
0.0009834,0.040404,0.985535
0.0009836,0.040404,0.985535
0.0009838,0.040404,0.985535
0.000984,0.040404,0.985535
0.0009842,0.0606061,0.985535
0.0009844,0.040404,0.965333
0.0009846,0.040404,0.975434
0.0009848,0.040404,0.975434
0.000985,0.040404,0.965333
0.0009852,0.040404,0.965333
0.0009854,0.040404,0.965333
0.0009856,0.040404,0.965333
0.0009858,0.040404,0.965333
0.000986,0.040404,0.965333
0.0009862,0.040404,0.965333
0.0009864,0.040404,0.965333
0.0009866,1.53535,0.965333
0.0009868,3.47475,0.965333
0.000987,3.47475,0.965333
0.0009872,3.47475,0.975434
0.0009874,3.47475,0.975434
0.0009876,3.47475,0.985535
0.0009878,3.47475,0.985535
0.000988,3.47475,0.985535
0.0009882,3.47475,0.995636
0.0009884,3.47475,1.00574
0.0009886,3.47475,1.00574
0.0009888,3.47475,1.01584
0.000989,3.47475,1.02594
0.0009892,3.47475,1.04614
0.0009894,3.45455,1.03604
0.0009896,3.47475,1.04614
0.0009898,3.47475,1.05624
0.00099,3.47475,1.05624
0.0009902,1.77778,1.04614
0.0009904,0.040404,1.04614
0.0009906,0.040404,1.04614
0.0009908,0.040404,1.04614
0.000991,0.040404,1.04614
0.0009912,0.040404,1.04614
0.0009914,0.040404,1.04614
0.0009916,0.040404,1.04614
0.0009918,0.040404,1.04614
0.000992,0.0606061,1.03604
0.0009922,0.040404,1.04614
0.0009924,0.040404,1.03604
0.0009926,0.040404,1.03604
0.0009928,0.040404,1.02594
0.000993,0.0606061,1.02594
0.0009932,0.040404,1.02594
0.0009934,0.040404,1.01584
0.0009936,0.040404,1.00574
0.0009938,0.040404,1.00574
0.000994,0.040404,1.00574
0.0009942,0.040404,1.00574
0.0009944,0.040404,1.00574
0.0009946,1.0303,0.995636
0.0009948,3.47475,1.00574
0.000995,3.47475,1.00574
0.0009952,3.47475,1.02594
0.0009954,3.47475,1.02594
0.0009956,3.47475,1.02594
0.0009958,3.47475,1.02594
0.000996,3.47475,1.04614
0.0009962,3.47475,1.04614
0.0009964,3.47475,1.04614
0.0009966,3.47475,1.05624
0.0009968,3.47475,1.06634
0.000997,3.47475,1.06634
0.0009972,3.47475,1.06634
0.0009974,3.47475,1.07644
0.0009976,3.47475,1.08655
0.0009978,3.47475,1.08655
0.000998,3.47475,1.09665
0.0009982,1.79798,1.08655
0.0009984,0.040404,1.10675
0.0009986,0.040404,1.08655
0.0009988,0.040404,1.08655
0.000999,0.0808081,1.08655
0.0009992,0.040404,1.08655
0.0009994,0.0606061,1.08655
0.0009996,0.040404,1.07644
0.0009998,0.040404,1.07644
0.001,0.040404,1.06634
0.0010002,0.040404,1.07644
0.0010004,0.040404,1.06634
0.0010006,0.040404,1.06634
0.0010008,0.040404,1.06634
0.001001,0.040404,1.06634
0.0010012,0.040404,1.06634
0.0010014,0.040404,1.06634
0.0010016,0.040404,1.05624
0.0010018,0.040404,1.06634
0.001002,0.040404,1.05624
0.0010022,0.040404,1.04614
0.0010024,0.040404,1.04614
0.0010026,0.141414,1.04614
0.0010028,3.47475,1.04614
0.001003,3.47475,1.05624
0.0010032,3.47475,1.06634
0.0010034,3.47475,1.06634
0.0010036,3.47475,1.06634
0.0010038,3.47475,1.06634
0.001004,3.47475,1.08655
0.0010042,3.47475,1.08655
0.0010044,3.47475,1.09665
0.0010046,3.47475,1.09665
0.0010048,3.47475,1.10675
0.001005,3.47475,1.11685
0.0010052,3.47475,1.10675
0.0010054,3.47475,1.12695
0.0010056,3.47475,1.12695
0.0010058,3.47475,1.12695
0.001006,3.47475,1.13705
0.0010062,1.87879,1.13705
0.0010064,0.040404,1.13705
0.0010066,0.040404,1.12695
0.0010068,0.040404,1.12695
0.001007,0.040404,1.12695
0.0010072,0.040404,1.12695
0.0010074,0.040404,1.12695
0.0010076,0.0606061,1.12695
0.0010078,0.040404,1.12695
0.001008,0.040404,1.12695
0.0010082,0.040404,1.12695
0.0010084,0.0606061,1.11685
0.0010086,0.040404,1.10675
0.0010088,0.040404,1.10675
0.001009,0.040404,1.10675
0.0010092,0.040404,1.08655
0.0010094,0.020202,1.09665
0.0010096,0.040404,1.08655
0.0010098,0.040404,1.09665
0.00101,0.040404,1.08655
0.0010102,0.0606061,1.08655
0.0010104,0.040404,1.08655
0.0010106,0.040404,1.08655
0.0010108,3.47475,1.08655
0.001011,3.47475,1.08655
0.0010112,3.47475,1.09665
0.0010114,3.47475,1.10675
0.0010116,3.47475,1.11685
0.0010118,1.27273,1.11685
0.001012,0.040404,1.10675
0.0010122,0.040404,1.10675
0.0010124,0.040404,1.09665
0.0010126,0.040404,1.10675
0.0010128,0.040404,1.09665
0.001013,0.040404,1.08655
0.0010132,0.040404,1.08655
0.0010134,0.040404,1.08655
0.0010136,0.040404,1.08655
0.0010138,0.040404,1.08655
0.001014,0.040404,1.08655
0.0010142,0.040404,1.08655
0.0010144,0.040404,1.07644
0.0010146,0.040404,1.06634
0.0010148,0.040404,1.06634
0.001015,0.040404,1.06634
0.0010152,0.0606061,1.06634
0.0010154,0.040404,1.06634
0.0010156,0.040404,1.06634
0.0010158,0.040404,1.06634
0.001016,0.040404,1.05624
0.0010162,0.040404,1.05624
0.0010164,0.040404,1.04614
0.0010166,0.040404,1.05624
0.0010168,0.040404,1.04614
0.001017,0.040404,1.04614
0.0010172,0.040404,1.04614
0.0010174,0.040404,1.04614
0.0010176,0.020202,1.04614
0.0010178,0.040404,1.04614
0.001018,0.020202,1.04614
0.0010182,0.040404,1.04614
0.0010184,0.040404,1.04614
0.0010186,0.040404,1.02594
0.0010188,3.45455,1.03604
0.001019,3.47475,1.04614
0.0010192,3.47475,1.04614
0.0010194,3.47475,1.04614
0.0010196,3.47475,1.04614
0.0010198,1.71717,1.05624
0.00102,0.040404,1.06634
0.0010202,0.040404,1.04614
0.0010204,0.040404,1.05624
0.0010206,0.040404,1.04614
0.0010208,0.040404,1.04614
0.001021,0.040404,1.04614
0.0010212,0.040404,1.04614
0.0010214,0.040404,1.04614
0.0010216,0.040404,1.04614
0.0010218,0.040404,1.04614
0.001022,0.040404,1.02594
0.0010222,0.040404,1.02594
0.0010224,0.040404,1.02594
0.0010226,0.040404,1.02594
0.0010228,0.040404,1.00574
0.001023,0.040404,1.01584
0.0010232,0.040404,1.01584
0.0010234,0.040404,1.00574
0.0010236,0.040404,1.00574
0.0010238,0.040404,1.00574
0.001024,0.040404,1.00574
0.0010242,0.040404,0.995636
0.0010244,0.040404,0.995636
0.0010246,0.040404,1.00574
0.0010248,0.040404,1.00574
0.001025,0.040404,0.985535
0.0010252,0.040404,0.995636
0.0010254,0.040404,0.985535
0.0010256,0.040404,0.985535
0.0010258,0.040404,0.985535
0.001026,0.040404,0.985535
0.0010262,0.040404,0.985535
0.0010264,0.040404,0.975434
0.0010266,0.040404,0.965333
0.0010268,3.41414,0.985535
0.001027,3.45455,0.985535
0.0010272,3.47475,0.985535
0.0010274,3.47475,0.995636
0.0010276,3.47475,0.995636
0.0010278,1.75758,1.00574
0.001028,0.040404,1.00574
0.0010282,0.040404,0.995636
0.0010284,0.040404,0.995636
0.0010286,0.040404,0.985535
0.0010288,0.040404,0.985535
0.001029,0.040404,0.985535
0.0010292,0.040404,0.985535
0.0010294,0.040404,0.985535
0.0010296,0.040404,0.985535
0.0010298,0.040404,0.985535
0.00103,0.020202,0.975434
0.0010302,0.040404,0.965333
0.0010304,0.040404,0.965333
0.0010306,0.040404,0.975434
0.0010308,0.040404,0.965333
0.001031,0.040404,0.975434
0.0010312,0.040404,0.965333
0.0010314,0.040404,0.965333
0.0010316,0.040404,0.965333
0.0010318,0.040404,0.965333
0.001032,0.040404,0.965333
0.0010322,0.040404,0.965333
0.0010324,0.020202,0.965333
0.0010326,0.040404,0.955232
0.0010328,0.040404,0.965333
0.001033,0.040404,0.945131
0.0010332,0.040404,0.945131
0.0010334,0.040404,0.955232
0.0010336,0.040404,0.945131
0.0010338,0.020202,0.945131
0.001034,0.040404,0.93503
0.0010342,0.040404,0.93503
0.0010344,0.040404,0.93503
0.0010346,0.040404,0.924929
0.0010348,3.31313,0.924929
0.001035,3.47475,0.93503
0.0010352,3.45455,0.945131
0.0010354,3.47475,0.955232
